smiles,lipo,description
FC(F)c1nc2ccccc2n1c3nc(nc(n3)N4CCOCC4)N5CCOCC5,3.04,
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2)C1)C(C)(C)C,1.46,
CC1CCN(CC1)C(=O)c2scc3OCCOc23,2.26,
C[C@H](NC1=NC(=O)C(C)(S1)C(F)(F)F)c2ccccc2F,3.1,
COc1ccc(Cl)cc1NC(=O)CCS(=O)(=O)c2ccc(Br)cc2,3.4,
COCCNCc1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,1.86,
Nc1ccc(cc1)S(=O)(=O)N2CCCC2,0.98,
CC[C@H](NC(=O)c1c(N)c(nc2ccccc12)c3ccccc3)c4ccccc4,3.89,
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4ccccc4,1.99,
COc1cc2ncnc(N3CC[C@H](C3)Oc4cnc5ccccc5n4)c2cc1OC,4.04,
CCc1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,2.1,
Cc1ccc(cc1)n2c(C)cc(C(=O)NS(=O)(=O)c3ccc(C)cc3)c2C,2.5,
O[C@@H](CNCCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(O)c5NC(=O)C=Cc45,2.16,
CNc1c(Cl)cnc2[nH]c(nc12)c3ccc(OCCN4CCOCC4)cc3,2.63,
COc1c(N2CCO[C@@H](CN(C)C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O,-0.62,
O=C(NC1CCCCC1)c2cccnc2Sc3ccccc3,3.01,
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,3.72,
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,3.4,
CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2OCC(=O)N)C(F)(F)F,2.77,
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NC4CC4)sc13,4.37,
O=C(CSc1ccncc1)Nc2ccc(cc2)C(=O)c3ccccc3,3.6,
Oc1cc(O)c2C(=O)C(=COc2c1)c3ccc(cc3)[N+](=O)[O-],3.24,
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CCC4,3.46,
C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)SC3CN(C3)C4=NCCS4,2.1,
CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cc(oc6C)C#N)c3C1=O,4.26,
COc1cc2c(NC(=O)Nc3c(Cl)cccc3Cl)ncnc2cc1OCC4CCN(C)CC4,2.7,
Cc1c(c2c(NS(=O)(=O)C)cccc2n1CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3,-0.83,
C[C@H](Nc1ccc2ncn(c3cc([nH]n3)C4CC4)c2n1)c5ncc(F)cn5,2.74,
CN(c1ccc(c(C)c1)c2cc(ccc2OCC(=O)O)C(F)(F)F)S(=O)(=O)C,-0.59,
CC\C(=C(/c1ccccc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,3.89,
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(cc2)C(F)(F)F)C1)C(C)(C)C,2.85,
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,0.45,
CC(=O)NC1CC2CCCC(C1)N2C(=O)Nc3ccc(Cl)c(c3)C(F)(F)F,2.79,
COc1c(Nc2ccc(nc2C)S(=O)(=O)C)ncnc1OC3CCN(CC3)C(=O)OC(C)C,2.4,
CC(=O)Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,2.91,
OC(=O)c1[nH]c2ccccc2c1CCCOc3cccc4ccccc34,2.75,
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3ccc(Cl)cc3,1.21,
Cc1nc2nc(nn2c(O)c1Cc3ccccc3)c4cccnc4,1.52,
C[C@H](Nc1nc(Nc2cc(C)[nH]n2)cc(n1)N3CCOCC3)c4ncc(F)cn4,1.91,
COc1ccc(NC(=O)CSc2nnc(C)n2c3ccc(C)cc3)cc1,2.94,
CC1CC(CN)CC(CO)C1,-1.4,
FC(F)(F)c1nnc2ccc(NCc3cccnc3)nn12,2.06,
COc1cc2nnc(C(=O)N)c(Nc3ccc(C)cc3F)c2cc1N4CCN(C)CC4,2.36,
CC(C)c1nc2ccccc2n1c3nc(N4CCOCC4)c5nc(OC6CN(C6)C7CCS(=O)(=O)CC7)n(C)c5n3,2.9,
CCN(CC)CCOC(=O)C1(CCCC1)c2ccccc2,2.3,
OC1(CNCCc2ccccc12)c3ccccc3,1.38,
CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCOCC3)c(F)c2,0.67,
C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4ncc(F)cn4,3.4,
Cc1cnc(NC(=O)Cc2ccccc2)s1,2.9,
c1ccc2ncncc2c1,1.0,"This molecule is a mancude organic heterobicyclic parent that is naphthalene in which the carbon atoms at positions 1 and 3 have been replaced by nitrogen atoms. It is a mancude organic heterobicyclic parent, a member of quinazolines, an azaarene and an ortho-fused heteroarene. This molecule is a natural product found in Nicotiana tabacum with data available."
CS(=O)(=O)Cc1cc(nc(n1)c2cccc3cc[nH]c23)N4CCOCC4,2.8,
CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(N)nn3c2,1.41,
O[C@@H](CNCCSCCCOCCc1ccccc1)c2ccc(O)c3NC(=O)Sc23,2.54,
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,3.7,
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3ccccc3Cl,1.1,
CC[C@@H](NC1=C(Nc2cccc(C(=O)N(C)C)c2O)C(=O)C1=O)c3ccccc3,2.14,
CC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccccc4CO,3.18,
Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5ccccn5)cc4,3.2,
NC1=NC(Nc2c(F)ccc(F)c12)c3occc3,1.2,
CC(C)NC(=O)c1cnc(N2CCC(CC2)N3C(=O)OCc4ccccc34)c(Cl)c1,3.57,
CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3,0.86,
CC(C)C(CCCN(C)CCc1ccccc1)(C#N)c2ccccc2,3.6,
Oc1ccc(CCNCCS(=O)(=O)CCCOCCSc2ccccc2)c3sc(O)nc13,2.68,
C[C@@H](O)[C@@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13,2.83,
Fc1ccc(cc1)C(=O)C2CCN(CCN3C(=O)Nc4ccccc4C3=O)CC2,2.9,
OC1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncc5)cc3,2.48,
CS(=O)(=O)c1ccc2c3CN(CCc3[nH]c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1.5,
C[C@@H](NC(=O)C)c1ccc(Nc2ncc3cc(c(C)cc3n2)c4ccncc4)cc1,3.45,
CC[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,0.22,
O=C1Nc2ccccc2C=C1,1.32,
CN(CCO)Cc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,0.97,
COc1ccc(C=C2SC(=O)NC2=O)cc1OC,1.17,
OC(=O)COc1ccccc1N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,2.0,
COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,3.85,
CCCc1c(O)c(ccc1OCc2cccc(NC(=O)c3ccccc3C(=O)O)c2)C(=O)C,1.9,
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)c4cc(ccc34)S(=O)(=O)C)CC2)c1Cl,2.83,
COc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(F)cc3,2.92,
CC(C)NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3[C@H](O)C[C@@H](C)c23)c4ccc(Cl)cc4,1.3,
CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)C(=O)NC1=O,-0.51,
COc1cc(ccc1Cn2ncc3ccc(NC(=O)OC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5,1.8,
O[C@H](CNC(=O)C1=CNC(=O)c2cc(ccc12)S(=O)(=O)NC3CC3)CN4CCC(CC4)Oc5ccc(Cl)c(Cl)c5,3.67,
CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5ccc(cc5)C#N)ccc4C,2.73,
Fc1cccc2[nH]c3CCN(Cc3c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,3.2,
NC1C2CN(CC12)c3nc4N(C=C(C(=O)O)C(=O)c4cc3F)c5ccc(F)cc5F,0.3,
[O-][N+](=O)c1ccc2c(c1)nc3CCCCCn23,2.58,
Oc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,0.52,
CC1(CC1)c2c(cnn2c3ccc(cc3)C(=O)O)C(=O)NC4C5CC6CC(CC4C6)C5,1.11,
COc1ccc2c(C)cc(N[C@H]3CCC[C@@H](C3)NCc4ccsc4)nc2c1,2.46,
OCC[C@@]1(CCCNC1)c2oc3ccccc3c2,0.12,
Oc1ccc(cc1)c2nc3ccc(O)cc3s2,3.65,
CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2cc(CN(C)C)ccc12)c3ccccc3)c4ccccc4,2.75,
CC(=O)c1ccc2NC(=CC(=O)c2c1)c3cccnc3,1.41,
OC(=O)c1cccc(c1)C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1.23,
Cc1c(Sc2ccc(Cl)cc2)c3cc(F)ccc3n1CC(=O)O,1.84,
COc1ccc2c(C)cc(N[C@H]3CCC[C@@H](C3)NCc4cccc(OC(F)(F)F)c4)nc2c1,3.61,
COc1cccc(Nc2nc(NCC3CCCO3)c4ccccc4n2)c1,3.9,
CCOc1cc2nnc(C(=O)N)c(Nc3cccc(Cl)c3F)c2cc1N4CCN(C)CC4,1.99,
COc1ccc(cc1OC)C(C)NC(=O)C2(N)CCN(CC2)c3ncnc4[nH]ccc34,1.8,
CN(c1cccc(c1)C(=O)Nc2ccc(C)c(NC(=O)c3ccc4ncccc4c3)c2)S(=O)(=O)C,2.8,
CC(C)[C@H](N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3cc(Cl)ccc3C(=O)N2Cc4ccccc4,2.88,
Cc1ccsc1CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3,1.15,
CC(=O)N1CCN(CCOc2ccc(cc2)C3CCN(CC3)c4ccc5nnc(n5n4)C(F)(F)F)CC1,3.2,
Cc1cc(C)c2c(N)c(sc2n1)C(=O)NC3CC3,2.53,
CN1C(=O)c2c(onc2c3ccccc3)C=C1c4ccncc4,2.61,
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,1.02,"This molecule is an amino acid that is phenylacetic acid which is substituted at position 2 by the nitrogen of 2-chloro-6-fluoroaniline and at position 5 by a methyl group. A highly selective cyclooxygenase 2 inhibitor, it was briefly used for the treatment of osteoarthritis, but was withdrawn due to concersns of hepatotoxicity. It has a role as a cyclooxygenase 2 inhibitor and a non-steroidal anti-inflammatory drug. It is an organofluorine compound, an organochlorine compound, an amino acid, a secondary amino compound and a monocarboxylic acid. This molecule is a COX-2 selective non-steroidal anti-inflammatory drug (NSAID). On August 11, 2007, Australia's Therapeutic Goods Administration (TGA, the Australian equivalent of the FDA) cancelled the registration of lumiracoxib in Australia due to concerns that it may cause liver failure. New Zealand and Canada have also followed suit in recalling the drug."
COC(=O)CCC(=O)Nc1ccc2C(=O)C(=O)c3ccccc3c2c1,2.72,
NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccncc4,0.77,
Cc1cccc(c1)N(Cc2cc(F)c(F)cc2F)C(=O)O[C@H]3CN4CCC3CC4,2.24,
CCCC(=O)N1CCN(CC1)c2nnc(c3ccccc3)c4ccccc24,3.2,
C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)c3cc4c(cn(C)c4cc3Cl)C(=O)C(=O)N(C)C,3.6,
O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(cc45)C#N)CC3)nc2N1,0.23,
CN1SC(=NC1=O)NC(=O)c2ccccc2,1.13,
C[C@H]1[C@@H]2CN(CCN3CCOCC3)CC[C@H]2Cc4[nH]c5ccc(cc5c14)C(F)(F)F,2.87,
CC(C)NCC(O)COc1cccc2[nH]ccc12,-0.12,"This molecule is a nonselective beta adrenergic receptor blocker that is widely used for the therapy of hypertension and angina pectoris. This molecule has yet to be convincingly associated with clinically apparent liver injury. This molecule is a member of the class of indols which is the 2-hydroxy-3-(isopropylamino)propyl ether derivative of 1H-indol-4-ol. It has a role as a serotonergic antagonist, a beta-adrenergic antagonist, an antihypertensive agent, a vasodilator agent and an antiglaucoma drug. It is a member of indoles and a secondary amine. This molecule is a first generation non-selective beta blocker used in the treatment of hypertension. Early research into the use of pindolol found it had chronotropic effects, and so further investigation focused on the treatment of arrhythmia. Research into pindolol's use in the treatment of hypertension began in the early 1970s.  This molecule was granted FDA approval on 3 September 1982. This molecule is a beta-Adrenergic Blocker. The mechanism of action of pindolol is as an Adrenergic beta-Antagonist. This molecule is an aryloxypropanolamine derivative with antihypertensive property. This molecule competitively binds to beta-adrenergic receptors, resulting in a decrease in beta-adrenergic activities, i.e., vasodilation, and negative chronotropic and inotropic effects. In addition, this agent blocks serotonin (5-HT) 1A receptors, thereby increasing the available serotonin in the brain. Increased serotonin levels augment the antidepressant action of selective serotonin reuptake inhibitors and monoamine oxidase inhibitors."
C[C@H](Nc1ncc(C)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3,1.75,
CN(C)CCNCc1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,1.4,
Cc1ccccc1Nc2ncnc3ccccc23,2.85,
Cn1c(CN2CCN(CC2)c3ccccc3)nc4ccccc14,3.11,
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CCCCC4,4.07,
Nc1c(NC2CCCC2)nc(nc1N3CCOCC3)C#N,2.59,
C1CN2C[C@@H](N=C2S1)c3ccccc3,0.81,
CCCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)OC)c3)c2n1,3.76,
CC(C)(C)OC(=O)N1CCN(CC1)c2ccc(OCc3ccc(cc3)S(=O)(=O)C)cc2,3.9,
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccc(cn34)N(C)C)N5CCN(CC5)C(=O)C,4.1,
Fc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,3.0,
COc1ccc(NC(=O)c2ccnc(N)n2)cc1,1.72,
O[C@H](CNC(=O)C1=CNC(=O)c2cc(ccc12)S(=O)(=O)N3CCC3)CN4CCC(CC4)Oc5ccc(Cl)c(Cl)c5,3.02,
CC(C)c1ccccc1Cc2cc(C(=O)Nc3ccc(cc3)S(=O)(=O)c4ccccc4C(C)(C)C)c(O)c(O)c2O,3.44,
COc1cccc(c1)c2cc(O)c3cc(NC(=O)C)ccc3n2,2.41,
CCC(CC)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,1.68,
CN(c1ccnc(Nc2cccc(c2)S(=O)(=O)C)n1)c3cccc4[nH]ncc34,3.21,
O=C(N[C@H]1CN2CCC1CC2)c3ccc(s3)c4ccccn4,0.7,
C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ncc(F)cn3,1.92,
OCCc1cccc(NC(=O)c2cc3cc(Cl)ccc3[nH]2)c1,3.83,
COc1cc(F)ccc1c2cncc(CNC(=O)c3ccccc3)c2,3.76,
COc1cc(OC)c(cc1NC(=O)CSc2ccncc2)S(=O)(=O)N3C(C)CCc4ccccc34,2.82,
Cc1cc(Nc2ccccc2)n(CCC#N)n1,2.3,
CNC(=O)c1ccccc1Sc2ccc3c(\C=C\c4ccccn4)n[nH]c3c2,3.8,
COc1cc(OC)nc(n1)N2N=CC(=C(Cl)C2=O)Cl,1.4,
Oc1ccc(CCNCCS(=O)(=O)CCCOCCc2oc3ccccc3c2)c4sc(O)nc14,2.86,
C[C@H](NC(=O)c1c(C)nn(C2CCN(C)CC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,0.8,
NC1(CCC1)c2ccc(cc2)c3c(ccn4ncnc34)c5ccccc5,1.7,
CN1CCN(CC1)C(=O)c2cc3ccccc3n2C,1.71,
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccc(Cl)cc3)n2)cc1,2.6,
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccccc34)c2C(=O)N5C[C@H](O)CO5,2.14,
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(OC)cccn34)N5CCN(CC5)C(=O)C,3.5,
CCCSc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)N(C)C3CCCCC3,0.59,
O=S(=O)(Cc1cc(nc(n1)c2ccccn2)N3CCOCC3)c4ccccc4,1.34,
CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,2.73,
CCOC(=O)C1(CCN(C)CC1)c2ccccc2,1.4,
O=C(NC1=CC(=CNC1=O)c2ccncc2)[C@H](Cc3ccccc3)NC4(CC4)c5ccccn5,3.44,
CNC(=O)C[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cc4,2.23,
Cc1cc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)cc(c1)C(=O)N,2.08,
Oc1cc(O)cc(\C=C\c2ccc(O)c(O)c2)c1,2.11,
CCCSc1ncccc1C(=O)N(C)[C@@H]2[C@@H]3CC4C[C@H]2C[C@@](O)(C4)C3,2.49,
CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl,0.44,
COCCNC(=O)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1C,2.78,
Cc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,2.99,
Cc1cc(N)c2cc(NC(=O)CCC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,1.39,
COc1cccc2c(ccnc12)c3c(C)n(CC(=O)O)c4ccc(C)cc34,0.49,
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.77,"This molecule is a derivative of chloroquine that has both antimalarial and antiinflammatory activities and is now most often used as an antirheumatologic agent in systemic lupus erythematosis and rheumatoid arthritis. This molecule therapy has not been associated with liver function abnormalities and is an extremely rare cause of clinically apparent acute liver injury. This molecule is an aminoquinoline that is chloroquine in which one of the N-ethyl groups is hydroxylated at position 2. An antimalarial with properties similar to chloroquine that acts against erythrocytic forms of malarial parasites, it is mainly used as the sulfate salt for the treatment of lupus erythematosus, rheumatoid arthritis, and light-sensitive skin eruptions. It has a role as an antimalarial, an antirheumatic drug, a dermatologic drug and an anticoronaviral agent. It is an aminoquinoline, an organochlorine compound, a primary alcohol, a secondary amino compound and a tertiary amino compound. It is functionally related to a chloroquine. It is a conjugate base of a hydroxychloroquine(2+). This molecule is a racemic mixture consisting of an R and S enantiomer. This molecule is an aminoquinoline like [chloroquine]. It is a commonly prescribed medication in the treatment of uncomplicated malaria, rheumatoid arthritis, chronic discoid lupus erythematosus, and systemic lupus erythematosus. This molecule is also used for the prophylaxis of malaria in regions where chloroquine resistance is unlikely. It was developed during World War II as a derivative of [quinacrine] with less severe side effects. Chloroquine and hydroxychloroquine are both being investigated for the treatment of SARS-CoV-2.  **The FDA emergency use authorization for hydroxychloroquine and [chloroquine] in the treatment of COVID-19 was revoked on 15 June 2020.**  This molecule was granted FDA approval on 18 April 1955.  A recent study reported a fatality in the group being treated with hydroxychloroquine for COVID-19. This molecule is an Antirheumatic Agent and Antimalarial. This molecule is a 4-aminoquinoline with immunosuppressive, antiautophagy, and antimalarial activities. Although the precise mechanism of action is unknown, hydroxychloroquine may suppress immune function by interfering with the processing and presentation of antigens and the production of cytokines. As a lysosomotropic agent, hydroxychloroquine raises intralysosomal pH, impairing autophagic protein degradation; hydroxychloroquine-mediated accumulation of ineffective autophagosomes may result in cell death in tumor cells reliant on autophagy for survival.  In addition, this agent is highly active against the erythrocytic forms of P. vivax and malariae and most strains of P. falciparum but not the gametocytes of P. falciparum. This molecule is only found in individuals that have used or taken this drug. It is a chemotherapeutic agent that acts against erythrocytic forms of malarial parasites. Although the exact mechanism of action is unknown, it may be based on ability of hydroxychloroquine to bind to and alter DNA. This molecule has also has been found to be taken up into the acidic food vacuoles of the parasite in the erythrocyte. This increases the pH of the acid vesicles, interfering with vesicle functions and possibly inhibiting phospholipid metabolism. In suppressive treatment, hydroxychloroquine inhibits the erythrocytic stage of development of plasmodia. In acute attacks of malaria, it interrupts erythrocytic schizogony of the parasite. Its ability to concentrate in parasitized erythrocytes may account for their selective toxicity against the erythrocytic stages of plasmodial infection. As an antirheumatic, hydroxychloroquine is thought to act as a mild immunosuppressant, inhibiting the production of rheumatoid factor and acute phase reactants. It also accumulates in white blood cells, stabilizing lysosomal membranes and inhibiting the activity of many enzymes, including collagenase and the proteases that cause cartilage breakdown."
C1CC1Nc2ccc3nnc(c4ccccc4)n3n2,3.15,
CC(=O)NCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,2.4,
CC(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc5ccccn45)cc2,2.82,
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2)c1Cl,3.66,
NC1(CCC1)c2ccc(cc2)c3c(ncc4nccn34)c5ccccc5,1.7,
CCc1c(C)[nH]c2CCC(CN3CCOCC3)C(=O)c12,1.54,
NC1(CCC1)c2ccc(cc2)c3ncc4cccnc4c3c5ccccc5,1.7,
ON=Cc1oc(cc1)[N+](=O)[O-],1.31,
CC(C)OC(=O)C1=CN(Cc2c(F)cccc2F)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(NC(=O)C(C)C)cc5,3.5,
Clc1cccc(C(=O)N2CCN(CC2)c3ccccn3)c1Cl,2.98,
CC(=O)Nc1ccc2[nH]cc(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1,2.65,
C1Cc2ncc(c3ccc4OCCOc4c3)n2C1,2.33,
CNC1=Nc2ncccc2C(=NC1c3cccs3)c4occc4,1.85,
Oc1c(C#N)c(nc2ccncc12)c3ccc(cc3)c4ccccc4C(F)(F)F,3.3,
C[Si](C)(C)C#Cc1cn(C[C@H]2CN(C(=O)O2)c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)nn1,1.26,
C[C@@H](NC(=O)C)c1ccc(Nc2ncc3cc(cc(C)c3n2)c4ccncc4)cc1,3.46,
CN1CCN(CC1)S(=O)(=O)c2ccc(c3cnc(N)c(n3)C(=O)Nc4cccnc4)c(c2)C(F)(F)F,3.25,
CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,0.79,
CC(=O)C1=CN(Cc2ccccc2)C(=O)N(Cc3ccc(F)cc3)C1=O,3.2,
Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)C34CCC(CC3)(CC4)C(=O)O,1.3,
Cc1sc2ncnc(SCC(=O)N3CCN(CC3)C(=O)c4occc4)c2c1C,2.7,
OC(=O)CCCS(=O)(=O)c1cccc(c1)C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,0.66,
CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,2.25,
CCOC(=O)[C@H](Cc1ccc(cc1)[N+](=O)[O-])NC(=O)c2ccccc2,2.79,
CCc1cccc(c1)N(C)C(=N)Nc2cccc3ccccc23,1.57,
CC[S+]([O-])c1ncccc1C2(O)CCN(CC34CC(c5ccccc35)c6ccccc46)CC2,2.0,
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,1.4,
CN1C(=O)C=C(CCc2cccc(c2)c3ccccc3)N=C1N,3.8,
CC1=CC2=NNC(=O)N2c3cc(ccc13)c4occc4,2.07,
C[C@@H](NC1=CC(=O)CC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,3.2,
CCCSc1ncccc1C(=O)NC2CCCCC2,3.24,
C[C@@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3)C(C)(C)C,1.2,
COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN6CCOCC6,3.19,
COc1ccc2N=CC(=O)N(CCN3CC[C@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2c1,0.77,
O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccnc6ccccc56)cc3,3.88,
CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,1.72,
CCN(CC)c1ccc2C=C(C(=O)O)C(=O)Oc2c1,-0.2,
CC(C)N1CCN[C@H](C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,2.21,
CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c2cc(C)on2)C(C)C)Cc3ccc(F)cc3,2.8,
C[C@@H]1CN(C[C@H](C)O1)c2nc(N3CCOC[C@@H]3C)c4ccc(nc4n2)c5ccccc5,3.75,
CN1N(C(=O)C=C1C)c2ccccc2,0.11,
CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(F)c4)c3)C2)C(=O)NC1=O,-1.03,
CC(C)[C@H](N)C(=O)OCCOCn1cnc2C(=O)N=C(N)Nc12,-1.3,
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3ccccc3)C2,1.65,
CNc1c(Br)cnc2[nH]c(nc12)c3ccc(cc3)S(=O)(=O)C,2.88,
Clc1ccc(CN2C[C@@H]3C[C@H]2CN3)cc1C(=O)NCC45CC6CC(CC(C6)C4)C5,1.45,
Clc1ccc2N=C3NC(=O)CN3Cc2c1Cl,1.86,
OC(=O)c1cccnc1N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1.71,
CC(=O)Nc1nc(N)n(n1)c2ccccc2,-0.2,
CC(C)NC[C@H](O)COc1cccc2ccccc12,0.99,
